name,url,remote_testing,adaptive_support,duration_minutes,test_type,search_text,test_type,job_levels,languages,description
RESTful Web Services (New),https://www.shl.com/solutions/products/product-catalog/view/restful-web-services-new/,Yes,No,12.0,Knowledge & Skills,"RESTful Web Services (New). Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return types, security, filters, and interceptors.. Job Levels: Mid-Professional, Professional Individual Contributor. Test Includes: Knowledge & Skills. Duration: 12 minutes. Remote: Yes. Adaptive: No",K,"Mid-Professional, Professional Individual Contributor",English (USA),"Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return types, security, filters, and interceptors."
Retail Sales and Service Simulation,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-and-service-simulation/,Yes,No,30.0,"Biodata & Situational Judgement, Knowledge & Skills, Simulations, Ability & Aptitude","Retail Sales and Service Simulation. The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. Situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose the most and least effective responses. The behaviors vary in the extent to which the sales associate may: direct a conversation toward a commitment or sale, listen carefully to customers and provide options that address what they really need/want, put aside work to assist a customer, and focus on meeting customer needs. Responses are tracked and compared against expert ratings of effectiveness. The test produces an overall score, as well as scores on two subscales, Customer Service Effectiveness and Sales Effectiveness.. Job Levels: Entry-Level. Test Includes: Biodata & Situational Judgement, Knowledge & Skills, Simulations, Ability & Aptitude. Duration: 30 minutes. Remote: Yes. Adaptive: No","B, K, S, A",Entry-Level,English (USA),"The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. Situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose the most and least effective responses. The behaviors vary in the extent to which the sales associate may: direct a conversation toward a commitment or sale, listen carefully to customers and provide options that address what they really need/want, put aside work to assist a customer, and focus on meeting customer needs. Responses are tracked and compared against expert ratings of effectiveness. The test produces an overall score, as well as scores on two subscales, Customer Service Effectiveness and Sales Effectiveness."
Reviewing Forms - US (R1),https://www.shl.com/solutions/products/product-catalog/view/reviewing-forms-us-r1/,Yes,No,,Knowledge & Skills,"Reviewing Forms - US (R1). This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph, the test taker must select the answer that indicates the incorrect information.. Job Levels: Entry-Level, Mid-Professional. Test Includes: Knowledge & Skills. Duration: Not Specified. Remote: Yes. Adaptive: No",K,"Entry-Level, Mid-Professional",English (USA),"This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph, the test taker must select the answer that indicates the incorrect information."
Ruby (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-new/,Yes,No,11.0,Knowledge & Skills,"Ruby (New). Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications.. Job Levels: Mid-Professional, Professional Individual Contributor. Test Includes: Knowledge & Skills. Duration: 11 minutes. Remote: Yes. Adaptive: No",K,"Mid-Professional, Professional Individual Contributor",English (USA),"Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications."
Ruby on Rails (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-on-rails-new/,Yes,No,11.0,Knowledge & Skills,"Ruby on Rails (New). Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.. Job Levels: Mid-Professional, Professional Individual Contributor. Test Includes: Knowledge & Skills. Duration: 11 minutes. Remote: Yes. Adaptive: No",K,"Mid-Professional, Professional Individual Contributor",English (USA),"Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model."
Sales & Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-simulation/,Yes,No,20.0,"Simulations, Biodata & Situational Judgement","Sales & Service Phone Simulation. As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interacting with customers on the phone to sell a product/service; adding new or upgraded products or services; extending promotional or retention offers; responding appropriately to customer objections; navigating to information menus to assist the customer and process information; and typing information quickly and accurately. Potential job titles that use this simulation include: telesales representative, outbound sales representative, telemarketer, and contact center representative.. Job Levels: Entry-Level. Test Includes: Simulations, Biodata & Situational Judgement. Duration: 20 minutes. Remote: Yes. Adaptive: No","S, B",Entry-Level,"English (USA), English (Australia), English International, Chinese Simplified, French, Spanish, Portuguese (Brazil), Italian, Dutch, Latin American Spanish, French (Canada), German","As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interacting with customers on the phone to sell a product/service; adding new or upgraded products or services; extending promotional or retention offers; responding appropriately to customer objections; navigating to information menus to assist the customer and process information; and typing information quickly and accurately. Potential job titles that use this simulation include: telesales representative, outbound sales representative, telemarketer, and contact center representative."
Sales & Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-solution/,Yes,No,35.0,"Biodata & Situational Judgement, Personality & Behavior, Simulations","Sales & Service Phone Solution. As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. This solution is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interact with customers on the phone to sell a product/service; add new or upgraded products or services; extend promotional or retention offers; respond appropriately to customer objections; navigate to information menus to assist the customer and process information; and type information quickly and accurately. Potential job titles that use this simulation are: Telesales Representative, Telemarketer, and Contact Center Representative. The behavioral tests in this solution are intended to measure the candidate’s sales focus, learning potential, and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles involving sales or sales and service.. Job Levels: Entry-Level. Test Includes: Biodata & Situational Judgement, Personality & Behavior, Simulations. Duration: 35 minutes. Remote: Yes. Adaptive: No","B, P, S",Entry-Level,"English (USA), Latin American Spanish, English (Australia), English International, Chinese Simplified, Spanish, German, Dutch, Italian, French, Portuguese (Brazil), French (Canada)","As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. This solution is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interact with customers on the phone to sell a product/service; add new or upgraded products or services; extend promotional or retention offers; respond appropriately to customer objections; navigate to information menus to assist the customer and process information; and type information quickly and accurately. Potential job titles that use this simulation are: Telesales Representative, Telemarketer, and Contact Center Representative. The behavioral tests in this solution are intended to measure the candidate’s sales focus, learning potential, and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles involving sales or sales and service."
Sales Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/sales-interview-guide/,Yes,No,,"Personality & Behavior, Personality & Behavior","Sales Interview Guide. The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report more effectively, by helping you prepare and execute you interviews more effectively.. Job Levels: Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor. Test Includes: Personality & Behavior, Personality & Behavior. Duration: Not Specified. Remote: Yes. Adaptive: No","P, P","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor",English International,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report more effectively, by helping you prepare and execute you interviews more effectively."
Sales Profiler Cards,https://www.shl.com/solutions/products/product-catalog/view/sales-profiler-cards/,Yes,No,,Personality & Behavior,"Sales Profiler Cards. The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales Report more effectively, by helping you to understand which competencies and motivators described in the report are most important to a specific sales role.. Job Levels: Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor. Test Includes: Personality & Behavior. Duration: Not Specified. Remote: Yes. Adaptive: No",P,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor","English International, Finnish","The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales Report more effectively, by helping you to understand which competencies and motivators described in the report are most important to a specific sales role."
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-individual-contributor/,Yes,No,,Personality & Behavior,"Sales Transformation 1.0 - Individual Contributor. This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.. Job Levels: Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor. Test Includes: Personality & Behavior. Duration: Not Specified. Remote: Yes. Adaptive: No",P,"Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,Yes,No,,Personality & Behavior,"Sales Transformation 2.0 - Individual Contributor. This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.. Job Levels: Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor. Test Includes: Personality & Behavior. Duration: Not Specified. Remote: Yes. Adaptive: No",P,"Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-sales-manager/,Yes,No,,Personality & Behavior,"Sales Transformation Report 1.0 - Sales Manager. This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.. Job Levels: Director, Executive, Front Line Manager, Manager, Supervisor. Test Includes: Personality & Behavior. Duration: Not Specified. Remote: Yes. Adaptive: No",P,"Director, Executive, Front Line Manager, Manager, Supervisor",,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model."
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Yes,No,,Personality & Behavior,"Sales Transformation Report 2.0 - Sales Manager. This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.. Job Levels: Director, Executive, Front Line Manager, Manager, Supervisor. Test Includes: Personality & Behavior. Duration: Not Specified. Remote: Yes. Adaptive: No",P,"Director, Executive, Front Line Manager, Manager, Supervisor",,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model."
Salesforce Development (New),https://www.shl.com/solutions/products/product-catalog/view/salesforce-development-new/,Yes,No,15.0,Knowledge & Skills,"Salesforce Development (New). Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics.. Job Levels: Mid-Professional, Professional Individual Contributor. Test Includes: Knowledge & Skills. Duration: 15 minutes. Remote: Yes. Adaptive: No",K,"Mid-Professional, Professional Individual Contributor",English (USA),"Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics."
SAP ABAP (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-advanced-level-new/,Yes,No,12.0,Knowledge & Skills,"SAP ABAP (Advanced Level) (New). Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms.. Job Levels: Mid-Professional, Professional Individual Contributor. Test Includes: Knowledge & Skills. Duration: 12 minutes. Remote: Yes. Adaptive: No",K,"Mid-Professional, Professional Individual Contributor",English (USA),"Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms."
SAP ABAP (Intermediate Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-intermediate-level-new/,Yes,No,,Knowledge & Skills,"SAP ABAP (Intermediate Level) (New). Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data communication, dialog programming, EDI, ALE, IDOC interface, BADI, BAPI and function module.. Job Levels: Mid-Professional, Professional Individual Contributor. Test Includes: Knowledge & Skills. Duration: Not Specified. Remote: Yes. Adaptive: No",K,"Mid-Professional, Professional Individual Contributor",English (USA),"Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data communication, dialog programming, EDI, ALE, IDOC interface, BADI, BAPI and function module."
SAP Basis (New),https://www.shl.com/solutions/products/product-catalog/view/sap-basis-new/,Yes,No,,Knowledge & Skills,"SAP Basis (New). Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management.. Job Levels: Mid-Professional, Professional Individual Contributor. Test Includes: Knowledge & Skills. Duration: Not Specified. Remote: Yes. Adaptive: No",K,"Mid-Professional, Professional Individual Contributor",English (USA),"Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management."
SAP Business Objects WebI (New),https://www.shl.com/solutions/products/product-catalog/view/sap-business-objects-webi-new/,Yes,No,10.0,Knowledge & Skills,"SAP Business Objects WebI (New). Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.. Job Levels: Mid-Professional, Professional Individual Contributor. Test Includes: Knowledge & Skills. Duration: 10 minutes. Remote: Yes. Adaptive: No",K,"Mid-Professional, Professional Individual Contributor",English (USA),"Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents."
SAP BW (Business Warehouse) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-bw-business-warehouse-new/,Yes,No,,Knowledge & Skills,"SAP BW (Business Warehouse) (New). Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration.. Job Levels: Mid-Professional, Professional Individual Contributor. Test Includes: Knowledge & Skills. Duration: Not Specified. Remote: Yes. Adaptive: No",K,"Mid-Professional, Professional Individual Contributor",English (USA),"Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration."
SAP HCM (Human Capital Management) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hcm-human-capital-management-new/,Yes,No,,Knowledge & Skills,"SAP HCM (Human Capital Management) (New). Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.. Job Levels: Mid-Professional, Professional Individual Contributor. Test Includes: Knowledge & Skills. Duration: Not Specified. Remote: Yes. Adaptive: No",K,"Mid-Professional, Professional Individual Contributor",English (USA),"Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions."
SAP Hybris (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hybris-new/,Yes,No,20.0,Knowledge & Skills,"SAP Hybris (New). Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows.. Job Levels: Mid-Professional, Professional Individual Contributor. Test Includes: Knowledge & Skills. Duration: 20 minutes. Remote: Yes. Adaptive: No",K,"Mid-Professional, Professional Individual Contributor",English (USA),"Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows."
SAP Materials Management (New),https://www.shl.com/solutions/products/product-catalog/view/sap-materials-management-new/,Yes,No,10.0,Knowledge & Skills,"SAP Materials Management (New). Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules.. Job Levels: Mid-Professional, Professional Individual Contributor. Test Includes: Knowledge & Skills. Duration: 10 minutes. Remote: Yes. Adaptive: No",K,"Mid-Professional, Professional Individual Contributor",English (USA),"Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules."
SAP SD (Sales and Distribution) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-sd-sales-and-distribution-new/,Yes,No,,Knowledge & Skills,"SAP SD (Sales and Distribution) (New). Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing process, order and delivery processing.. Job Levels: Mid-Professional, Professional Individual Contributor. Test Includes: Knowledge & Skills. Duration: Not Specified. Remote: Yes. Adaptive: No",K,"Mid-Professional, Professional Individual Contributor",English (USA),"Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing process, order and delivery processing."
Account Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/account-manager-solution/,Yes,Yes,49.0,"Competencies, Personality & Behavior, Ability & Aptitude, Biodata & Situational Judgement","Account Manager Solution. The Account Manager solution is an assessment used for job candidates applying to mid-level leadership positions that tend to manage the day-to-day operations and activities of client accounts. Sample tasks for these jobs include, but are not limited to: communicating with clients about project status, developing and maintaining project plans, coordinating internally with appropriate project personnel, and ensuring client expectations are being met. Potential job titles that use this solution are: Account Executive, Account Manager, and Senior Account Manager. There are multiple configurations of this solution available.. Job Levels: Mid-Professional. Test Includes: Competencies, Personality & Behavior, Ability & Aptitude, Biodata & Situational Judgement. Duration: 49 minutes. Remote: Yes. Adaptive: Yes","C, P, A, B",Mid-Professional,English (USA),"The Account Manager solution is an assessment used for job candidates applying to mid-level leadership positions that tend to manage the day-to-day operations and activities of client accounts. Sample tasks for these jobs include, but are not limited to: communicating with clients about project status, developing and maintaining project plans, coordinating internally with appropriate project personnel, and ensuring client expectations are being met. Potential job titles that use this solution are: Account Executive, Account Manager, and Senior Account Manager. There are multiple configurations of this solution available."
Administrative Professional - Short Form,https://www.shl.com/solutions/products/product-catalog/view/administrative-professional-short-form/,Yes,Yes,36.0,"Ability & Aptitude, Knowledge & Skills, Personality & Behavior","Administrative Professional - Short Form. The Administrative Professional solution is for entry to mid-level positions that involve routine clerical and administrative functions in addition to office management functions and customer service. Sample tasks for this job include, but are not limited to: arranging conference calls; drafting correspondence; scheduling meetings; greeting visitors; coordinating office activities. Potential job titles that use this solution are: Administrative Assistant, Secretary, Office Manager, Administrative Aide, and Administrative Associate.. Job Levels: Entry-Level. Test Includes: Ability & Aptitude, Knowledge & Skills, Personality & Behavior. Duration: 36 minutes. Remote: Yes. Adaptive: Yes","A, K, P",Entry-Level,English (USA),"The Administrative Professional solution is for entry to mid-level positions that involve routine clerical and administrative functions in addition to office management functions and customer service. Sample tasks for this job include, but are not limited to: arranging conference calls; drafting correspondence; scheduling meetings; greeting visitors; coordinating office activities. Potential job titles that use this solution are: Administrative Assistant, Secretary, Office Manager, Administrative Aide, and Administrative Associate."
Agency Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/agency-manager-solution/,Yes,Yes,51.0,"Ability & Aptitude, Biodata & Situational Judgement, Personality & Behavior, Simulations","Agency Manager Solution. The Agency Manager solution is for mid-level sales management positions that include front line management and sales responsibilities. Sample tasks for this job include, but are not limited to: directing and coordinating financial activities of workers in a branch, office, or department of an establishment, such as branch bank, brokerage firm, risk and insurance department, or credit department.  Potential job titles that use this solution are: Agency Manager, Brokerage Manager. Multiple configurations of this solution are available.. Job Levels: Front Line Manager, Manager, Supervisor. Test Includes: Ability & Aptitude, Biodata & Situational Judgement, Personality & Behavior, Simulations. Duration: 51 minutes. Remote: Yes. Adaptive: Yes","A, B, P, S","Front Line Manager, Manager, Supervisor",English (USA),"The Agency Manager solution is for mid-level sales management positions that include front line management and sales responsibilities. Sample tasks for this job include, but are not limited to: directing and coordinating financial activities of workers in a branch, office, or department of an establishment, such as branch bank, brokerage firm, risk and insurance department, or credit department.  Potential job titles that use this solution are: Agency Manager, Brokerage Manager. Multiple configurations of this solution are available."
Apprentice + 8.0 Job Focused Assessment,https://www.shl.com/solutions/products/product-catalog/view/apprentice-8-0-job-focused-assessment-4261/,Yes,No,30.0,"Biodata & Situational Judgement, Personality & Behavior","Apprentice + 8.0 Job Focused Assessment. The Apprentice + 8.0 Job-Focused Assessment is a short, targeted, globally applicable assessment which includes a short cognitive ability measure. This assessment is designed for entry-level positions appropriate for countries and industries that use an apprenticeship model. It is intended to be used multi-nationally for organisations whose business spans across regions.. Job Levels: General Population, Graduate, Entry-Level. Test Includes: Biodata & Situational Judgement, Personality & Behavior. Duration: 30 minutes. Remote: Yes. Adaptive: No","B, P","General Population, Graduate, Entry-Level","English International, German","The Apprentice + 8.0 Job-Focused Assessment is a short, targeted, globally applicable assessment which includes a short cognitive ability measure. This assessment is designed for entry-level positions appropriate for countries and industries that use an apprenticeship model. It is intended to be used multi-nationally for organisations whose business spans across regions."
Apprentice 8.0 Job Focused Assessment,https://www.shl.com/solutions/products/product-catalog/view/apprentice-8-0-job-focused-assessment/,Yes,No,20.0,"Biodata & Situational Judgement, Personality & Behavior","Apprentice 8.0 Job Focused Assessment. The Apprentice 8.0 Job-Focused Assessment is a short, targeted, globally applicable assessment. This assessment is designed for entry-level positions appropriate for countries and industries that use an apprenticeship model. It is intended to be used multi-nationally for organizations whose business spans across regions.. Job Levels: Entry-Level, General Population, Graduate. Test Includes: Biodata & Situational Judgement, Personality & Behavior. Duration: 20 minutes. Remote: Yes. Adaptive: No","B, P","Entry-Level, General Population, Graduate","English International, German, French","The Apprentice 8.0 Job-Focused Assessment is a short, targeted, globally applicable assessment. This assessment is designed for entry-level positions appropriate for countries and industries that use an apprenticeship model. It is intended to be used multi-nationally for organizations whose business spans across regions."
Bank Administrative Assistant - Short Form,https://www.shl.com/solutions/products/product-catalog/view/bank-administrative-assistant-short-form/,Yes,No,35.0,"Ability & Aptitude, Biodata & Situational Judgement, Knowledge & Skills, Personality & Behavior","Bank Administrative Assistant - Short Form. The Administrative Assistant solution is for entry-level clerical positions that interact with external or internal customers. Sample tasks for these jobs include, but are not limited to: answering telephones, managing files and records, sorting mail, greeting customers, and collaborating with co-workers on projects. Potential job titles that use this solution are: Receptionist and Administrative Assistant. There are multiple configurations of this solution available.. Job Levels: Entry-Level. Test Includes: Ability & Aptitude, Biodata & Situational Judgement, Knowledge & Skills, Personality & Behavior. Duration: 35 minutes. Remote: Yes. Adaptive: No","A, B, K, P",Entry-Level,English (USA),"The Administrative Assistant solution is for entry-level clerical positions that interact with external or internal customers. Sample tasks for these jobs include, but are not limited to: answering telephones, managing files and records, sorting mail, greeting customers, and collaborating with co-workers on projects. Potential job titles that use this solution are: Receptionist and Administrative Assistant. There are multiple configurations of this solution available."
Bank Collections Agent - Short Form,https://www.shl.com/solutions/products/product-catalog/view/bank-collections-agent-short-form/,Yes,No,45.0,"Ability & Aptitude, Biodata & Situational Judgement, Personality & Behavior","Bank Collections Agent - Short Form. This solution is for entry-level collections positions in an inbound or outbound call center environment in a financial setting. Candidates answer multiple choice questions to measure achievement orientation, dependability, collector numerical skills, revenue recovery, customer focus, and persistence and planfulness. There are multiple configurations and versions of this solution available.. Job Levels: Entry-Level. Test Includes: Ability & Aptitude, Biodata & Situational Judgement, Personality & Behavior. Duration: 45 minutes. Remote: Yes. Adaptive: No","A, B, P",Entry-Level,English (USA),"This solution is for entry-level collections positions in an inbound or outbound call center environment in a financial setting. Candidates answer multiple choice questions to measure achievement orientation, dependability, collector numerical skills, revenue recovery, customer focus, and persistence and planfulness. There are multiple configurations and versions of this solution available."
Bank Operations Supervisor - Short Form,https://www.shl.com/solutions/products/product-catalog/view/bank-operations-supervisor-short-form/,Yes,Yes,45.0,"Ability & Aptitude, Biodata & Situational Judgement, Personality & Behavior, Simulations","Bank Operations Supervisor - Short Form. The Bank Operations Supervisor solution is for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for these jobs include, but are not limited to:  planning and preparing work schedules, assigning employees to specific duties; coaching  employees on attendance, conduct, schedule adherence, and work tasks, developing employees' skills ; training subordinates; prioritizing multiple tasks  and priorities; and making  day-to-day decisions with minimal guidance from others. Potential job titles that use this solution are: Team Leader, First Line Supervisor, Processing Supervisor, Call Center Supervisor, and Customer Service Supervisor. There are multiple configurations and versions of this solution available.. Job Levels: Front Line Manager, Manager, Supervisor. Test Includes: Ability & Aptitude, Biodata & Situational Judgement, Personality & Behavior, Simulations. Duration: 45 minutes. Remote: Yes. Adaptive: Yes","A, B, P, S","Front Line Manager, Manager, Supervisor",English (USA),"The Bank Operations Supervisor solution is for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for these jobs include, but are not limited to:  planning and preparing work schedules, assigning employees to specific duties; coaching  employees on attendance, conduct, schedule adherence, and work tasks, developing employees' skills ; training subordinates; prioritizing multiple tasks  and priorities; and making  day-to-day decisions with minimal guidance from others. Potential job titles that use this solution are: Team Leader, First Line Supervisor, Processing Supervisor, Call Center Supervisor, and Customer Service Supervisor. There are multiple configurations and versions of this solution available."
Bilingual Spanish Reservation Agent Solution,https://www.shl.com/solutions/products/product-catalog/view/bilingual-spanish-reservation-agent-solution/,Yes,Yes,43.0,"Biodata & Situational Judgement, Personality & Behavior, Simulations, Ability & Aptitude","Bilingual Spanish Reservation Agent Solution. The Bilingual Reservation Agent solution is designed for customer centered entry-level positions within the hospitality industry. Sample tasks may include making, updating, or canceling hotel reservations made in English or Spanish; listening to customers speak Spanish and entering information into a computer in English; providing information on the hotel and the services offered. Potential job titles that use this solution are: Bilingual Reservation Agent, Customer Service Representative and Reservationist. Multiple configurations of this solution are available.. Job Levels: Entry-Level. Test Includes: Biodata & Situational Judgement, Personality & Behavior, Simulations, Ability & Aptitude. Duration: 43 minutes. Remote: Yes. Adaptive: Yes","B, P, S, A",Entry-Level,"English (USA), Latin American Spanish","The Bilingual Reservation Agent solution is designed for customer centered entry-level positions within the hospitality industry. Sample tasks may include making, updating, or canceling hotel reservations made in English or Spanish; listening to customers speak Spanish and entering information into a computer in English; providing information on the hotel and the services offered. Potential job titles that use this solution are: Bilingual Reservation Agent, Customer Service Representative and Reservationist. Multiple configurations of this solution are available."
